AddressOfEntryPoint,MajorLinkerVersion,MajorImageVersion,MajorOperatingSystemVersion,,DllCharacteristics,SizeOfStackReserve,NumberOfSections,ResourceSize,
901376,2,1,4,0,2097152,3,18724
779524,14,0,6,33120,1048576,10,380432
689084,2,0,6,33088,1048576,11,293820
126304,14,0,5,49472,1048576,6,71183
30018,6,0,4,0,1048576,4,5304
50284,14,0,6,33120,1048576,7,193718832
136128,14,0,6,33088,1048576,5,12372
30018,6,0,4,0,1048576,4,5304
